Budget,Platform,AudienceSize,Duration,EstimatedRevenue,Success
2808,Instagram,80397,25,5843.85,1
401,Instagram,78123,10,2529.02,1
746,Facebook,14515,5,948.44,0
4858,Instagram,88211,38,10712.93,1
1859,Instagram,39622,18,4521.0,1
4451,Google,17600,40,5429.61,0
697,LinkedIn,28892,31,2448.1,1
761,TikTok,84279,13,3462.66,1
4430,Facebook,70310,10,8765.86,1
1468,Instagram,22801,35,3827.22,1
2681,Google,38695,21,5641.23,1
3968,Google,29853,40,7624.37,1
3637,TikTok,5429,25,4100.76,0
4965,TikTok,5606,31,5835.36,0
4408,LinkedIn,5478,45,4205.13,0
4658,Instagram,84816,32,13076.1,1
382,Google,41134,20,1404.52,1
3778,Facebook,70963,39,7052.73,1
1586,LinkedIn,71897,40,4648.82,1
4182,Instagram,26475,39,8874.68,1
4283,TikTok,67177,23,9037.83,1
560,Instagram,22730,25,1789.44,1
2425,TikTok,22113,37,2745.66,0
3854,Instagram,21011,27,4490.25,0
2568,Facebook,56746,10,5771.27,1
1824,LinkedIn,43853,36,4002.96,1
1476,TikTok,86195,26,2297.89,1
2843,Facebook,37818,7,7194.89,1
614,Google,38321,39,1637.01,1
802,Facebook,22309,20,1994.36,1
1753,Facebook,19688,29,2578.57,0
2166,Facebook,29176,21,5326.28,1
122,TikTok,69879,43,2800.87,1
2560,Google,68592,17,5579.56,1
1404,LinkedIn,85728,32,6082.56,1
3400,Facebook,90012,15,8593.97,1
461,TikTok,10416,14,915.85,1
3827,TikTok,40994,43,7324.16,1
1384,LinkedIn,67422,28,5486.5,1
614,Instagram,9584,42,1535.99,1
548,Google,94302,28,4793.98,1
1955,Google,19830,37,3740.87,1
3662,Facebook,86825,21,11504.68,1
2620,Instagram,78066,40,9216.81,1
3181,Google,4591,39,5156.54,1
1528,Facebook,94878,10,6428.09,1
4067,Instagram,22395,20,9209.6,1
1022,TikTok,55182,32,5099.66,1
3237,Facebook,17738,45,8532.25,1
2259,Instagram,3631,36,3039.32,0
2647,LinkedIn,18905,30,6955.16,1
3079,Google,20056,15,5517.66,1
2381,Facebook,90082,29,5246.98,1
2749,TikTok,36447,35,7497.29,1
413,Facebook,55418,25,3619.46,1
2713,Google,38190,7,6692.64,1
3183,Google,27014,16,8668.91,1
2356,Instagram,73999,44,6500.16,1
1137,TikTok,51278,45,2885.27,1
3589,Instagram,2780,29,8698.1,1
2734,TikTok,92643,21,8703.24,1
4083,Facebook,60258,42,8195.27,1
1878,Facebook,98123,40,5900.46,1
3995,Instagram,43192,40,7008.9,1
1224,LinkedIn,60300,23,4663.54,1
797,Google,91504,6,5891.95,1
2279,Instagram,44923,21,6427.8,1
1504,Instagram,90196,34,6778.56,1
1143,Facebook,3395,14,2470.43,1
2029,Google,98384,39,8928.24,1
1113,Instagram,16779,40,1829.41,1
326,Facebook,72028,37,2006.77,1
1928,Facebook,30722,5,4342.1,1
2123,Instagram,8111,22,4482.49,1
2552,Instagram,10984,8,5542.91,1
2185,Facebook,98552,31,8313.33,1
4383,Instagram,94176,29,7832.07,1
1180,Google,73328,32,2916.34,1
2420,Facebook,27924,26,6536.23,1
3290,Facebook,53703,29,6992.03,1
2730,Instagram,33577,21,4879.31,1
2663,Instagram,8711,16,3886.85,0
3392,Instagram,86548,20,6982.25,1
4721,Google,5096,41,10083.11,1
3686,Facebook,67555,20,8171.22,1
4531,LinkedIn,90848,21,10363.16,1
3047,Google,76012,35,9702.77,1
4059,Google,9254,19,6125.92,1
2913,Facebook,98955,17,5690.8,1
2683,LinkedIn,78120,44,8894.33,1
261,Facebook,6965,31,673.45,1
693,Google,78000,25,3282.26,1
3359,Instagram,78975,6,10415.98,1
4255,Facebook,58987,12,7821.09,1
3062,Facebook,33963,11,4022.45,0
3988,Instagram,94976,14,7400.16,1
3490,LinkedIn,4273,8,8618.33,1
4601,LinkedIn,16330,45,8075.71,1
763,Facebook,22494,40,1514.69,1
1232,Instagram,77422,39,5613.48,1
641,Facebook,4212,7,1685.97,1
3074,Instagram,84441,22,7521.61,1
967,Google,88594,28,3335.3,1
2166,Instagram,2080,36,3166.84,0
531,Facebook,33675,38,1129.49,1
4935,TikTok,23007,6,9542.62,1
4378,LinkedIn,83641,6,10222.29,1
1306,Facebook,96815,14,3451.49,1
2628,Instagram,47815,27,5966.94,1
1269,Instagram,84482,19,6419.93,1
930,LinkedIn,1639,16,2236.37,1
1751,Facebook,64593,21,6034.28,1
1236,TikTok,79038,22,5684.37,1
2910,Google,94899,18,7812.33,1
575,TikTok,4736,21,880.98,1
2910,Google,17473,19,4313.27,0
1426,Google,35019,16,3454.04,1
1119,Facebook,87623,20,6037.95,1
1936,Google,95025,36,5587.99,1
4356,Instagram,37820,27,11906.2,1
2548,Google,85861,42,8369.24,1
4393,Google,58589,38,11127.98,1
1383,LinkedIn,66807,38,5045.51,1
759,LinkedIn,19414,20,1169.84,1
2110,Facebook,25220,38,4776.24,1
498,Facebook,61531,44,2084.67,1
1833,Instagram,43425,11,4974.76,1
2225,LinkedIn,10387,37,4949.68,1
2271,TikTok,77815,8,7289.22,1
174,Facebook,28584,11,1092.9,1
4797,Facebook,45783,22,6117.29,0
3571,LinkedIn,40809,8,6775.54,1
936,LinkedIn,55327,15,2799.16,1
599,Instagram,11857,24,1114.9,1
237,LinkedIn,43261,15,2071.26,1
2197,Google,74588,19,5424.8,1
3796,TikTok,17995,21,6183.82,1
1985,Google,14580,38,3600.5,1
2857,Google,19240,16,7786.15,1
4020,Google,84446,32,8552.39,1
2000,Facebook,76752,39,5674.23,1
2710,Google,47111,12,7902.25,1
4086,Facebook,91447,31,8178.61,1
1549,LinkedIn,35866,26,2182.44,0
646,TikTok,81974,28,3108.06,1
4776,TikTok,74401,6,7011.76,0
2103,Google,83093,35,3206.17,1
2196,TikTok,13211,26,3639.82,1
803,Facebook,59985,5,4040.84,1
2503,LinkedIn,34268,18,3865.84,1
1725,Google,4646,29,1958.61,0
3431,Instagram,56371,40,9451.08,1
4833,TikTok,43816,40,7312.41,1
3078,TikTok,90460,45,5091.94,1
4836,Google,45112,7,13357.03,1
2939,TikTok,52048,9,3955.53,0
3484,TikTok,55911,5,6768.08,1
2759,Instagram,76446,23,6125.93,1
1961,Facebook,2778,37,4499.99,1
2956,Google,46752,34,6716.84,1
785,Google,85977,16,1867.98,1
4383,Instagram,71726,14,9768.4,1
1719,Instagram,81840,38,3907.18,1
4743,Facebook,28289,20,8679.4,1
1531,LinkedIn,45788,44,5183.9,1
975,Google,5747,33,1143.94,0
4813,TikTok,75822,19,10303.25,1
2561,Facebook,1045,15,4062.85,1
1465,Google,96278,38,7956.41,1
1343,Facebook,8758,40,3782.07,1
262,LinkedIn,24437,34,1596.6,1
2074,Google,20585,39,5158.03,1
3391,TikTok,99759,13,8548.33,1
369,Google,10854,22,1140.63,1
731,Facebook,53076,23,3241.12,1
1005,LinkedIn,57950,43,2443.84,1
3571,Facebook,18349,8,8901.43,1
3353,Facebook,97228,10,12323.55,1
2114,Instagram,22348,37,2024.67,0
1741,Facebook,35296,36,2592.89,0
304,LinkedIn,20455,20,1491.77,1
681,TikTok,79824,15,2772.0,1
940,Instagram,55021,26,3198.9,1
1819,Facebook,72923,40,6471.16,1
2743,Google,40293,27,7868.63,1
2397,Instagram,89552,30,7809.54,1
974,LinkedIn,47116,35,1696.14,1
789,Google,41484,33,3299.52,1
4100,LinkedIn,31215,9,10419.18,1
3241,Google,82638,42,8203.3,1
1522,TikTok,4404,29,2592.03,1
771,LinkedIn,38260,38,3510.57,1
1271,Google,66642,16,3911.15,1
3826,LinkedIn,81731,26,10721.99,1
1043,Instagram,47009,13,3086.07,1
1549,LinkedIn,93689,24,2652.2,1
3837,LinkedIn,30605,33,7446.26,1
2639,Google,54205,33,5687.98,1
4059,LinkedIn,38569,31,11657.48,1
4360,TikTok,6580,21,3670.15,0
2461,Facebook,6400,9,6154.68,1
3752,Instagram,40643,17,10229.23,1
3770,Google,97185,19,4830.39,0
1853,LinkedIn,97032,19,8753.63,1
2452,LinkedIn,87173,22,7254.05,1
2038,LinkedIn,40015,6,4954.31,1
470,Instagram,72713,27,1883.42,1
4579,Facebook,73805,17,12630.6,1
2031,TikTok,15974,8,4497.75,1
524,TikTok,15037,29,1903.14,1
4824,Google,85292,15,11412.57,1
994,Facebook,17167,16,2194.4,1
697,Facebook,89754,17,2683.73,1
3162,Instagram,91703,13,7127.33,1
2436,LinkedIn,44148,42,4631.97,1
4788,Facebook,73153,10,12637.81,1
1787,LinkedIn,22534,14,2551.28,0
672,Instagram,91995,27,5826.56,1
2190,Google,87078,19,8097.5,1
3769,Google,57879,27,8284.85,1
4372,LinkedIn,66839,44,8535.84,1
4724,LinkedIn,30756,41,12374.81,1
1733,Facebook,13683,38,2038.76,0
1617,Instagram,50485,20,4132.53,1
4393,Google,99231,45,5898.4,0
2757,Facebook,12025,36,6954.9,1
3748,TikTok,87426,42,10458.31,1
3688,Facebook,19715,44,5926.07,1
1637,LinkedIn,71097,9,3972.45,1
3237,TikTok,99383,21,8108.07,1
197,Facebook,93943,26,2578.61,1
3315,Instagram,88116,43,10234.45,1
4630,Google,76705,45,10065.08,1
4832,TikTok,18116,22,10504.34,1
3850,Instagram,37744,32,6120.42,1
3257,Facebook,88579,17,9735.24,1
4783,LinkedIn,3124,5,5628.69,0
443,LinkedIn,39051,23,1489.38,1
4766,Instagram,8176,38,10401.05,1
710,LinkedIn,92310,8,3509.81,1
1827,Google,65818,7,4565.37,1
2390,Instagram,19676,45,5572.81,1
1954,Instagram,46177,14,3580.41,1
2708,LinkedIn,91296,32,7281.5,1
2179,Instagram,1997,38,3776.57,1
2424,Facebook,60330,43,4741.93,1
4727,TikTok,44769,23,10206.58,1
1277,TikTok,79653,40,5620.72,1
1191,LinkedIn,12231,7,2221.09,1
2891,Google,96287,27,6172.34,1
1849,Google,73976,21,6477.67,1
2775,LinkedIn,86447,11,4680.84,1
881,LinkedIn,56965,30,3226.41,1
3148,Instagram,82144,22,5387.92,1
2205,Google,96201,10,7090.2,1
3967,TikTok,62517,35,6129.02,1
4642,LinkedIn,93693,33,14422.37,1
2213,TikTok,95315,13,8281.42,1
4070,TikTok,96504,39,13507.37,1
2091,Google,28387,21,4650.58,1
1167,TikTok,5090,16,2183.56,1
1677,Instagram,25945,40,3957.77,1
1111,Instagram,41239,28,2689.06,1
2374,Google,4743,14,5524.9,1
4969,Instagram,31924,34,5382.27,0
1914,LinkedIn,11196,33,3696.49,1
2526,Google,92815,43,8635.88,1
4502,TikTok,69860,14,11847.93,1
4974,LinkedIn,42400,43,11920.7,1
2651,Google,86177,32,8871.99,1
3757,TikTok,94018,22,11688.4,1
107,TikTok,99530,45,1695.71,1
2655,TikTok,81399,21,4631.4,1
575,TikTok,49795,15,2275.99,1
2311,TikTok,52553,5,6540.74,1
584,Google,25111,21,1155.8,1
4754,Instagram,64083,40,11775.84,1
2385,TikTok,62600,40,2985.56,0
4663,LinkedIn,51022,13,7410.29,1
3625,Google,4199,32,6840.65,1
3439,Facebook,51897,37,7150.85,1
2922,Instagram,39038,7,4521.64,1
3024,LinkedIn,56038,12,5767.96,1
358,TikTok,8897,10,599.02,1
382,Google,65541,10,2261.21,1
1998,Google,15892,33,2592.26,0
4235,TikTok,9271,41,8316.75,1
3076,LinkedIn,25815,16,4432.33,0
2367,Google,46612,13,5808.49,1
3300,Instagram,34357,45,3874.34,0
712,LinkedIn,76088,23,3358.8,1
787,TikTok,17267,21,1785.79,1
3790,LinkedIn,19268,36,8746.93,1
712,LinkedIn,15263,39,1608.96,1
2407,Facebook,71935,18,7122.53,1
3113,TikTok,96347,20,11655.69,1
1881,Instagram,60660,25,5607.5,1
2691,TikTok,66527,16,7547.2,1
2796,Facebook,64379,28,7123.35,1
4058,TikTok,95542,38,9635.75,1
674,TikTok,42271,12,2730.36,1
2010,Instagram,67612,25,5534.57,1
3704,Facebook,8235,12,5529.5,0
769,TikTok,89757,32,2373.19,1
4464,TikTok,17417,20,9708.91,1
1383,Google,99075,14,3413.5,1
1023,TikTok,35609,19,2799.77,1
1225,Instagram,34902,8,2959.0,1
1629,Google,24645,30,4981.41,1
1694,Facebook,63873,19,4199.25,1
346,LinkedIn,88218,40,4899.88,1
3811,Instagram,65558,36,12623.22,1
1660,Facebook,63233,42,3727.45,1
2500,Google,24401,8,6488.81,1
2343,LinkedIn,8771,45,5580.45,1
3964,Facebook,42335,13,6180.22,1
2039,Instagram,75451,39,5455.32,1
3169,Google,80434,32,5426.19,1
326,Instagram,68449,41,1387.44,1
3647,Instagram,93604,13,10378.77,1
364,Google,2942,6,550.86,1
1495,TikTok,21388,7,4519.81,1
3657,Instagram,84251,9,7012.76,1
745,Google,58042,14,2903.46,1
3090,Instagram,54740,32,5211.58,1
1999,TikTok,66873,19,7030.16,1
2604,Google,48024,18,2973.47,0
2872,Facebook,24450,27,4977.64,1
1254,Facebook,57965,17,4132.36,1
687,Facebook,11057,20,964.24,0
4671,LinkedIn,94249,34,9479.99,1
1921,Instagram,9983,44,3634.41,1
1085,Instagram,20995,12,2588.74,1
4179,Google,92628,21,10190.46,1
3448,LinkedIn,78681,34,9197.84,1
3931,Instagram,39886,21,9664.93,1
1341,Google,90025,39,5794.97,1
289,TikTok,97572,5,2653.25,1
1080,Instagram,96149,28,5650.43,1
1798,Instagram,95020,29,6154.67,1
1815,TikTok,3673,6,3178.74,1
2693,TikTok,35890,29,5691.01,1
4236,Instagram,78513,18,8150.46,1
4533,TikTok,24466,43,8916.48,1
1198,Google,93545,37,5549.64,1
2426,Instagram,51406,21,4743.33,1
3347,Instagram,4688,35,7123.26,1
995,Facebook,70284,14,3228.23,1
1774,Instagram,14665,10,2212.88,0
3009,Facebook,21641,43,4841.43,1
1030,TikTok,33500,29,2850.25,1
4484,TikTok,36797,42,6816.43,1
823,Google,85766,41,2203.62,1
3040,Facebook,46950,34,4686.76,1
1189,Instagram,26046,38,2422.8,1
4678,Facebook,10638,22,5829.47,0
1035,TikTok,87363,28,5090.61,1
2395,TikTok,22173,31,3872.53,1
255,Google,14222,31,880.24,1
1170,TikTok,51064,43,2844.88,1
2058,Facebook,38010,25,5461.15,1
2601,Instagram,19095,23,4922.91,1
4319,Instagram,2439,43,6434.75,0
3930,Facebook,86550,27,11707.72,1
954,Google,6375,43,960.08,0
739,Instagram,90023,19,2349.2,1
2338,Facebook,92238,6,5231.92,1
1702,Facebook,21600,39,4535.16,1
541,TikTok,3466,24,1389.04,1
4728,TikTok,46097,32,11332.58,1
1436,Google,54276,19,4401.56,1
3800,Google,51117,20,10096.62,1
1048,Google,47971,37,3255.01,1
3473,Facebook,7928,16,6814.23,1
559,Facebook,89016,43,5300.4,1
4746,TikTok,56309,43,11244.6,1
492,Instagram,75647,24,2913.07,1
4038,Google,41888,33,9198.56,1
1887,LinkedIn,96025,7,4902.25,1
2357,Google,44832,9,3890.31,1
1238,TikTok,10404,6,2892.27,1
3908,Facebook,34639,27,5869.59,1
4841,TikTok,79118,30,7378.9,1
2554,TikTok,61598,30,5589.1,1
1566,TikTok,67399,11,6246.89,1
3774,LinkedIn,28684,14,4418.14,0
1477,LinkedIn,69591,9,2931.91,1
2697,Google,78722,16,10037.78,1
241,Facebook,3682,36,418.0,1
2759,TikTok,39046,35,5460.54,1
4696,Instagram,22832,26,11615.58,1
939,Google,17997,21,1780.34,1
3718,Google,35640,24,5191.39,0
4017,TikTok,77882,24,8894.07,1
695,Google,41491,12,2909.84,1
2004,TikTok,64043,38,6456.97,1
380,Google,73725,27,2275.25,1
523,Facebook,46520,42,1225.1,1
4465,Google,63919,32,7669.72,1
4349,Google,65442,17,9272.77,1
1850,Instagram,22770,33,4148.03,1
4857,Facebook,48498,12,9521.1,1
2067,Facebook,62477,15,3373.43,1
4188,Facebook,1244,22,9038.76,1
4278,Google,33788,29,8380.24,1
3046,LinkedIn,96341,26,9459.59,1
1549,Google,80453,39,3911.84,1
2431,TikTok,58737,33,6289.17,1
2320,Instagram,47489,25,5649.41,1
3889,Facebook,72303,11,11239.94,1
2910,TikTok,29390,16,7053.08,1
4828,TikTok,11247,40,10227.44,1
1631,LinkedIn,70051,28,4198.12,1
4982,Facebook,60719,36,10335.86,1
3090,Google,35678,31,5513.34,1
4593,Facebook,88802,36,12319.0,1
1243,Instagram,77286,36,1901.64,1
1033,Facebook,30583,36,1901.82,1
1560,TikTok,9076,30,1680.51,0
2823,TikTok,19006,15,4093.58,0
2612,Google,16051,22,3016.86,0
385,Google,5314,43,442.48,0
364,Google,29670,9,812.19,1
2467,Instagram,68551,20,3088.71,0
3547,Facebook,11236,15,8196.74,1
1862,LinkedIn,36568,39,2248.15,0
3148,Facebook,61314,15,9058.09,1
2481,Google,92903,27,6799.19,1
2369,Instagram,17352,38,3167.08,0
140,Facebook,46650,21,2061.13,1
167,TikTok,11346,14,461.58,1
1087,Facebook,26156,22,2975.74,1
4108,TikTok,56904,12,9619.9,1
3298,Facebook,15035,30,4869.21,0
4890,Facebook,17108,7,7055.49,0
2624,Facebook,3853,28,4644.14,1
1185,Google,85156,7,5116.44,1
2579,TikTok,5176,42,6354.51,1
1793,Instagram,26920,6,3625.62,1
2415,LinkedIn,55850,39,3752.84,1
878,TikTok,7829,21,1296.27,0
4689,Google,91666,13,10457.49,1
1685,TikTok,74927,40,4078.83,1
1592,Instagram,85860,26,4422.13,1
760,TikTok,41667,35,1591.33,1
1448,Google,66842,38,4171.73,1
1399,Google,36843,28,3245.27,1
4040,LinkedIn,51808,13,6863.31,1
2086,Instagram,31543,6,5704.16,1
2144,LinkedIn,73780,25,5170.94,1
3616,Facebook,7611,38,6107.49,1
1158,Google,89242,31,3474.19,1
1076,LinkedIn,85612,41,5530.68,1
4677,Google,47902,11,10212.88,1
827,Google,34043,26,1790.99,1
2627,Facebook,6271,8,6716.64,1
3236,Google,73867,18,7827.07,1
442,LinkedIn,78089,38,1607.11,1
1547,Instagram,59745,27,4529.47,1
2479,TikTok,97876,29,6079.74,1
3759,LinkedIn,63077,5,9026.35,1
626,Facebook,60119,19,1678.8,1
1996,TikTok,12573,36,5226.55,1
4854,Google,22409,18,6528.05,0
2173,LinkedIn,86970,45,4828.53,1
505,TikTok,25464,25,1456.52,1
1673,LinkedIn,43840,11,5336.84,1
4700,Google,49785,40,6622.25,0
3840,LinkedIn,21662,25,10505.56,1
4374,Facebook,19228,44,11060.56,1
4327,TikTok,61721,16,13429.88,1
1946,TikTok,50223,19,5815.91,1
1578,TikTok,8386,19,3964.96,1
2495,LinkedIn,7862,21,4629.87,1
871,Google,41108,38,2843.77,1
678,LinkedIn,92788,39,4477.01,1
3001,LinkedIn,76023,43,8229.15,1
293,TikTok,81140,42,3177.61,1
2107,Google,83963,18,7708.5,1
1285,Instagram,28201,9,1801.19,0
2494,Google,69578,34,6591.39,1
3098,LinkedIn,50966,8,6212.28,1
1892,Facebook,55774,19,3550.46,1
1210,Google,11386,43,1445.76,0
4105,TikTok,78228,39,9299.9,1
2361,Facebook,16225,14,6123.54,1
3836,Instagram,17693,6,5925.37,1
3893,Instagram,73197,28,10306.02,1
2036,Facebook,44021,32,3070.67,1
4975,Instagram,19261,26,12310.32,1
4457,Facebook,28378,36,10831.25,1
829,LinkedIn,87755,35,3415.44,1
4478,Facebook,12937,23,6778.38,1
3551,LinkedIn,67330,25,8733.24,1
4557,TikTok,48366,7,9042.9,1
4636,TikTok,73322,10,8075.52,1
2240,Instagram,41160,36,6560.91,1
1744,Facebook,46313,6,5064.94,1
2900,LinkedIn,28032,28,4291.38,0
241,TikTok,92963,31,3167.2,1
1555,TikTok,18358,13,1478.16,0
4896,TikTok,62710,17,8327.11,1
2196,Instagram,96326,18,7818.05,1
1425,TikTok,87157,15,3269.88,1
1313,Google,49821,18,3491.19,1
1259,Instagram,29365,20,2417.07,1
4750,Facebook,14189,14,10215.13,1
4599,Google,77749,24,13867.61,1
4797,Instagram,8248,20,9079.42,1
440,Instagram,5369,38,922.71,1
3928,LinkedIn,64763,20,9198.88,1
2068,Google,9050,18,3097.52,0
803,Google,29605,32,2297.27,1
4513,Google,50616,22,9358.41,1
2529,TikTok,55479,30,4174.54,1
1900,TikTok,81934,42,4729.18,1
4748,Facebook,41883,11,12627.13,1
955,Facebook,34055,38,2367.86,1
1912,Facebook,69731,11,6220.19,1
2966,TikTok,91987,37,7732.34,1
3742,LinkedIn,8450,39,7355.5,1
282,Facebook,3925,43,504.3,1
3212,Instagram,81051,25,8497.19,1
4592,TikTok,51272,32,10025.02,1
1617,LinkedIn,6310,36,1794.99,0
1456,Instagram,32817,20,3295.05,1
2274,Instagram,93944,14,5697.11,1
3729,TikTok,45528,27,9226.78,1
3728,Google,56779,19,9235.13,1
4196,LinkedIn,85816,10,12809.09,1
3339,TikTok,83641,37,4059.46,0
3791,Google,85083,43,9743.26,1
118,TikTok,77310,16,2636.6,1
3503,TikTok,16457,40,7846.89,1
4779,Instagram,43311,35,6546.04,0
4651,TikTok,4980,14,9148.26,1
3104,Google,21886,38,7070.64,1
1232,Instagram,78112,45,4427.45,1
3439,Google,51877,14,3909.68,0
3411,Google,98427,15,4449.74,0
3472,Instagram,37181,18,9293.99,1
1087,Google,34262,7,2423.37,1
3421,Facebook,1947,37,4964.38,0
4715,TikTok,1022,11,10157.25,1
273,Instagram,2128,8,575.96,1
3841,Instagram,80522,43,11773.64,1
3152,Facebook,33322,14,3405.98,0
826,Facebook,49929,19,3617.13,1
3860,Facebook,82696,20,4957.1,0
1975,Facebook,10808,42,2022.65,0
4133,LinkedIn,96148,8,5900.02,0
1089,Instagram,53882,8,3298.83,1
3844,Google,22725,40,8156.73,1
2786,Instagram,73534,31,6061.65,1
519,Instagram,40950,26,904.04,1
693,Instagram,89954,26,5470.12,1
1874,Facebook,84576,21,3587.49,1
2559,Facebook,21557,38,2996.62,0
1035,LinkedIn,22825,36,2079.12,1
3908,Instagram,9998,10,5877.45,1
431,TikTok,37080,37,1238.64,1
3549,LinkedIn,58797,12,8073.82,1
2802,Facebook,16802,40,3217.24,0
4106,Instagram,12167,9,9998.33,1
3968,Facebook,43407,9,8418.63,1
4300,Google,14338,14,4050.89,0
301,Facebook,77289,44,3981.15,1
2597,Facebook,72520,11,6510.82,1
1942,LinkedIn,19895,16,4829.35,1
1966,Google,48910,34,5900.7,1
2096,TikTok,66898,29,6639.26,1
1009,TikTok,4454,32,2570.75,1
4405,TikTok,87540,17,11054.83,1
4758,Instagram,61797,26,9889.79,1
3289,TikTok,84137,22,5614.67,1
870,Instagram,51637,31,4302.04,1
3255,Facebook,6349,12,2828.35,0
2601,TikTok,40963,10,6532.52,1
2814,LinkedIn,76583,15,4822.02,1
4824,Google,8750,33,6334.23,0
3685,Google,95929,45,7021.37,1
1728,Facebook,23463,9,2520.51,0
486,Google,75935,11,3768.21,1
3521,Google,59792,26,6564.88,1
4108,Facebook,14686,8,6877.89,1
4193,Facebook,64528,36,8715.88,1
4463,Facebook,23787,23,7569.64,1
2566,LinkedIn,15776,37,4729.24,1
2382,Facebook,96063,5,7015.29,1
1956,Facebook,58427,45,5614.85,1
2098,Facebook,62086,45,3712.52,1
1336,TikTok,64308,12,4614.6,1
4769,TikTok,16797,36,7089.3,0
4244,LinkedIn,6302,34,10411.64,1
1250,LinkedIn,64172,32,2228.28,1
4418,Google,39059,45,10192.03,1
1531,TikTok,1908,36,1394.72,0
1919,LinkedIn,61252,29,3937.86,1
2424,LinkedIn,81659,38,5959.07,1
1230,Google,13877,37,2225.75,1
2758,Facebook,15239,17,4395.33,1
3600,Instagram,87971,29,10740.35,1
474,Google,28313,44,1409.56,1
2220,Instagram,43103,43,4863.96,1
4120,Google,49408,14,6870.19,1
2121,Google,84251,35,8708.09,1
3805,Facebook,89771,15,10156.3,1
3359,LinkedIn,92665,29,4978.31,0
3535,TikTok,11534,38,8695.8,1
1989,Google,44060,24,2978.02,0
1923,Facebook,18189,11,2499.87,0
1574,Instagram,87067,37,6052.05,1
2342,LinkedIn,11967,39,4933.17,1
3343,Google,82991,33,9880.41,1
3234,Instagram,66563,16,6985.02,1
2170,Google,9660,9,3903.87,1
459,TikTok,91875,16,4638.81,1
2141,TikTok,40823,33,5561.21,1
1241,LinkedIn,56842,39,3456.65,1
1735,Instagram,10616,24,2420.84,0
4100,TikTok,76976,41,12039.54,1
2043,Facebook,49738,5,6401.35,1
4874,LinkedIn,14107,20,12505.87,1
3461,Google,62404,34,5314.51,1
3080,Instagram,95182,13,8471.45,1
106,Instagram,92787,14,3041.36,1
3367,Facebook,16954,17,5949.45,1
1691,TikTok,17943,24,4225.18,1
3364,Instagram,41725,33,8992.11,1
2706,Facebook,46434,8,5900.69,1
3319,Facebook,86751,32,9067.3,1
3373,Google,11110,41,3141.53,0
1013,Facebook,88091,17,4495.94,1
2111,LinkedIn,17462,7,3341.42,1
1542,Instagram,80232,41,5224.19,1
3154,LinkedIn,55081,23,7224.03,1
3646,Facebook,53799,32,5230.74,0
4321,Facebook,67567,23,12074.21,1
3028,LinkedIn,90301,21,7499.51,1
1929,Google,52224,22,4427.95,1
675,Facebook,57063,22,1547.84,1
1029,LinkedIn,56240,27,3903.99,1
3859,LinkedIn,82352,44,7625.83,1
3799,Instagram,18868,13,5069.55,0
1563,Google,76973,33,6662.61,1
3375,TikTok,81989,33,8336.13,1
1154,LinkedIn,23222,6,3392.56,1
2000,Instagram,80794,21,7041.44,1
1557,TikTok,64924,35,4772.22,1
1499,Instagram,79513,32,4142.91,1
3515,Instagram,55649,43,7079.74,1
542,Google,84749,34,2951.85,1
3750,Facebook,11223,39,4038.98,0
4752,Google,49166,24,9661.73,1
1278,TikTok,40369,20,2777.74,1
4558,Google,87379,38,11069.42,1
1357,Facebook,70392,18,4589.95,1
3734,Google,60526,30,5433.55,0
1941,Google,13661,24,3464.9,1
2409,Google,16591,28,3426.5,0
1010,LinkedIn,72718,22,2534.07,1
4440,LinkedIn,56235,13,7226.95,1
4737,Google,8970,23,6900.91,0
4109,Facebook,48922,24,10778.01,1
2269,Facebook,31755,34,4573.89,1
2272,Facebook,20416,30,5594.93,1
223,Facebook,14672,35,682.26,1
3258,Instagram,84468,39,6521.2,1
885,Google,47996,7,2194.93,1
2516,Google,75095,44,4011.1,1
896,Instagram,1064,33,956.3,0
4272,Facebook,69835,10,11585.14,1
4254,TikTok,71385,5,9269.29,1
2036,TikTok,6639,28,2686.51,0
2256,Instagram,12055,42,3233.08,0
3907,TikTok,60220,38,9399.55,1
1401,LinkedIn,88594,11,5224.78,1
4263,Google,30427,15,11507.03,1
3240,TikTok,83516,15,9625.79,1
3336,LinkedIn,65666,40,8414.07,1
2452,Google,65274,24,5886.24,1
2032,LinkedIn,11866,20,1959.16,0
2821,Google,4889,9,6800.46,1
464,Google,49226,28,2069.92,1
2490,TikTok,32335,34,3779.19,1
1046,Instagram,51547,34,3676.79,1
1477,TikTok,27162,43,2235.63,1
1539,Facebook,90449,41,5158.88,1
3280,LinkedIn,25687,37,8755.46,1
4957,Facebook,99756,24,14804.7,1
440,Google,11995,26,1408.62,1
3089,TikTok,57488,45,5700.95,1
482,Facebook,3631,25,1013.4,1
1656,Facebook,35954,41,3093.81,1
399,Facebook,6967,31,684.86,1
238,Google,89294,42,2424.64,1
458,Google,88278,39,5043.09,1
1622,Google,65471,42,3852.36,1
3556,Facebook,38116,44,9227.03,1
1727,LinkedIn,93116,10,5639.55,1
1403,TikTok,35227,36,3086.29,1
1234,TikTok,2942,20,2008.28,1
2286,Google,48664,32,5942.89,1
